worker_ref_id,bonus_amount,bonus_date
3344,2359,24:04.6
1631,1894,43:24.5
2937,7031,50:38.3
1721,3577,54:08.5
8897,8531,01:38.5
3622,2918,05:41.5
5238,2156,42:10.2
8326,5826,03:46.1
2706,5538,56:45.0
210,4971,16:20.7
290,6596,06:22.1
4134,7111,23:00.3
7007,7270,22:40.4
2187,2270,14:54.5
5536,7609,39:19.4
6236,5838,27:36.6
203,7642,22:25.8
3273,7588,27:27.8
6141,1517,04:48.3
7846,1636,35:53.0
8515,1057,07:53.6
8195,7342,53:28.7
2189,3325,10:08.7
6838,4393,16:37.4
5771,9539,12:10.4
4439,5925,38:06.5
8624,2819,58:58.7
1327,4895,42:06.6
5297,6931,46:02.2
1691,1907,48:53.6
9901,7438,03:27.6
9089,1310,45:32.4
2116,6528,36:44.4
2294,5815,19:24.8
857,5480,23:15.3
7020,8915,15:41.7
7182,5175,43:50.8
5566,9789,20:50.0
4454,5579,13:33.2
2600,6913,26:30.8
4225,1756,59:45.4
2610,5737,03:40.7
2912,2425,13:48.5
6894,4063,46:19.6
1667,3049,32:40.8
8842,7538,15:12.9
3291,5125,12:13.5
9464,8826,08:34.8
7872,6119,09:36.2
8787,6452,42:21.8
8787,7522,58:35.8
4524,9264,52:16.4
2449,5215,52:28.0
9335,1633,05:10.9
4749,4942,48:43.3
9470,2887,54:50.9
8030,4853,21:09.2
4096,1338,06:56.3
2210,6090,53:32.1
9779,4895,55:15.3
3393,6084,28:11.0
946,9090,09:58.6
9936,1459,05:28.5
2909,5605,17:34.8
4555,5891,26:20.5
8416,4088,13:38.0
1647,9507,23:34.6
9497,2848,41:23.6
7244,5294,14:03.6
1700,3187,34:30.7
9958,5556,16:03.2
6626,3419,53:23.0
2077,7293,10:12.1
6395,6538,40:46.2
239,8362,04:57.4
3899,5890,09:53.5
1729,5693,19:24.4
8868,1275,46:09.4
3646,5224,29:18.2
5096,3319,43:09.0
9378,5578,29:09.8
7597,1932,04:28.0
1912,9201,24:54.3
5367,4840,26:22.6
4133,1535,58:55.1
6213,6067,41:16.5
9311,8927,43:36.5
9154,6888,11:15.8
6988,4108,47:49.7
135,4260,43:34.9
5819,3260,25:57.2
6702,8036,15:32.1
7908,3394,10:53.4
23,7652,30:59.6
3797,7334,54:00.8
3520,2777,36:34.9
6408,8292,04:20.1
2529,9627,22:32.4
1342,4813,51:50.1
6341,4803,01:58.5
3680,7650,19:05.1
2591,1329,52:37.2
666,5039,11:04.1
9803,4668,45:20.4
6422,3037,51:48.1
2526,8309,41:55.6
2990,3612,59:40.8
201,2550,23:42.5
7875,2304,56:55.2
3790,3787,55:55.8
1576,1626,33:37.7
8882,9097,06:29.1
2027,8014,22:32.5
1107,5048,52:23.1
7817,7869,39:17.6
7653,9978,12:54.7
388,6233,49:19.4
1894,8075,13:29.7
7063,4212,05:15.4
1047,8095,44:55.2
7336,1024,25:35.8
6626,7663,08:09.8
3305,5076,42:27.6
8621,7029,02:35.7
9174,3330,36:39.0
951,9373,06:45.0
8350,1943,52:29.9
490,6608,45:45.5
6745,8107,30:44.7
5575,1468,47:49.5
1254,3239,34:54.9
2273,7280,23:41.2
642,7462,31:12.8
1713,9015,58:39.0
2347,8891,50:30.8
1674,6704,16:29.4
5505,6860,10:09.7
2636,5946,53:53.3
5502,3126,13:41.1
8951,5451,14:19.7
6871,1794,49:10.8
1982,1276,48:02.1
1317,8589,03:52.8
7236,9557,29:16.1
2325,8012,25:05.7
8316,6429,37:44.0
9067,7252,24:27.7
6174,2630,36:04.1
2833,8717,40:26.6
2568,9503,26:24.5
5806,6005,55:16.7
1005,7644,08:50.0
4152,1712,14:14.2
8333,4716,01:35.4
5712,3800,31:30.4
6730,7621,36:21.9
5322,8474,01:24.4
1363,3190,18:22.4
6052,2058,15:10.0
5483,8031,13:51.4
9850,5435,14:19.9
5120,3208,05:23.6
9653,5385,03:55.4
9773,4588,22:13.3
2338,9346,42:22.3
5431,3109,17:47.4
8359,3954,15:57.2
7823,7127,47:21.6
4335,9650,46:10.1
9812,1517,25:02.2
1247,8155,43:42.2
5529,5207,40:45.4
659,3394,55:41.7
4731,8301,34:18.2
424,3461,30:33.9
992,7928,50:21.2
3965,7461,26:57.2
9224,2480,25:55.3
4342,3927,12:12.3
1155,6246,41:29.6
9001,1173,38:25.4
9445,9451,02:04.2
5889,8597,26:13.1
4991,4695,44:35.7
5793,6693,11:19.2
4379,6663,12:41.5
2376,6868,00:03.6
6330,7293,40:34.3
1260,7891,51:56.5
2004,1421,27:27.5
2446,8513,42:08.7
6494,8890,01:44.1
8159,6765,52:51.3
9084,9525,08:22.1
4621,7207,37:28.3
206,4029,02:24.5
1049,1576,36:37.9
9047,3698,23:10.3
182,2546,47:28.8
381,4683,49:19.4
3469,3964,38:47.5
4209,5728,27:08.4
5885,7951,30:49.9
2114,8915,14:01.3
3632,7438,33:09.5
5761,2154,25:52.9
6563,3160,17:41.2
1957,5602,35:34.7
242,3554,06:31.5
1650,5566,15:10.4
1754,5754,20:25.0
2556,5780,45:26.8
4810,6832,04:04.2
2164,9111,36:54.0
7507,6241,00:45.6
9304,1657,09:18.7
8352,3117,45:51.8
6013,3564,29:11.9
2575,6901,20:02.2
79,4272,14:01.3
9159,9053,40:49.3
4909,7273,55:20.8
6000,8609,51:05.6
1483,4679,27:41.9
7249,7634,01:19.3
4016,4951,03:10.4
2320,6430,36:45.4
7231,4682,23:35.7
813,9363,44:48.1
3473,8523,20:16.0
9205,7294,25:52.0
1269,3382,59:33.3
4070,9442,54:23.4
53,1163,11:23.9
8287,8497,59:54.3
553,6775,08:11.0
211,9969,19:16.0
1780,3290,41:59.4
2754,7494,50:50.4
5806,2068,50:56.2
5404,3773,51:53.8
2957,2292,37:28.7
6294,6399,17:59.5
8913,5330,09:35.8
6934,6890,19:17.8
236,9232,39:19.0
1010,5331,04:14.8
6911,1378,02:58.5
7953,9687,17:17.9
4162,8292,50:18.0
2149,5520,07:09.5
3416,9100,32:42.3
8574,4587,12:22.1
5891,8927,35:02.3
8392,2638,49:39.4
2803,9311,38:49.7
6742,4807,57:34.8
5912,9746,16:24.2
997,8709,28:12.5
5453,2980,53:38.9
4059,6270,26:08.1
4202,2911,59:48.5
3492,5205,01:30.2
117,6480,59:15.9
930,1650,23:23.1
2886,1047,45:30.6
7963,8209,04:44.3
1321,6643,20:38.1
6292,6421,01:07.2
47,3178,19:11.4
7053,8426,06:05.0
6589,7894,19:59.8
4855,3579,18:30.0
3511,2245,56:48.4
3645,1364,49:01.2
1834,6996,46:51.8
6799,2442,57:06.5
7971,3805,20:51.9
3205,2851,27:24.5
8467,5170,41:29.8
334,4968,32:59.1
6845,4621,15:13.3
3763,9651,14:27.8
8574,9659,19:17.7
4002,7928,36:33.1
4860,1589,47:58.5
5054,6629,46:55.2
1762,9401,57:03.3
5243,9543,00:16.9
4148,8800,16:25.0
5036,6117,56:03.6
4328,3261,51:48.6
4962,7066,39:54.7
6898,4155,26:38.5
70,7855,04:14.4
852,4130,35:43.1
2104,8868,48:32.0
3077,9924,18:34.8
515,6861,03:48.8
1866,1130,23:30.2
1798,5751,04:18.7
1393,7113,15:00.1
3182,5326,59:56.6
2241,8496,10:50.2
9707,7291,53:26.2
9565,7282,09:19.1
9628,2632,14:11.5
7032,7630,16:05.9
734,2735,53:28.7
2426,2903,58:03.9
3239,3528,14:41.3
1017,7388,46:42.7
7126,4645,34:23.2
6271,8726,57:19.3
3244,5875,09:05.4
5177,8361,06:15.8
2623,6647,53:21.5
278,5822,59:53.2
5813,2201,57:02.9
5683,7906,58:08.4
2796,6530,11:47.8
4610,4765,18:34.1
4455,9094,23:58.8
9051,5680,55:43.4
3313,8170,34:32.9
8888,4375,22:22.5
9216,4668,35:40.6
1203,9639,00:06.2
9260,2763,29:04.4
5916,5536,22:18.5
4956,3048,13:35.4
5744,2583,38:42.8
3456,6464,02:57.4
310,2415,43:20.4
3096,9219,28:31.4
5899,5299,36:01.6
764,9052,10:19.3
8291,5776,06:59.7
8727,3032,28:30.7
4392,6005,34:50.9
2579,2137,06:46.8
7166,7798,01:56.6
8313,2852,12:27.8
6627,5899,29:10.2
3240,9173,08:14.7
7873,8504,45:53.4
1207,5774,04:48.8
3378,4897,09:20.0
4136,6923,56:34.6
437,2481,51:00.5
6263,6655,42:34.0
7823,2644,41:06.4
4119,8715,39:56.9
6260,8432,02:36.4
7674,7658,22:24.6
7613,3140,52:02.0
9603,6819,18:55.4
2533,4612,29:39.3
9370,3966,00:50.0
5416,7494,26:43.4
7712,4370,13:46.2
3589,3310,04:21.7
9192,2282,02:06.7
3859,2150,05:42.4
8058,3840,45:32.7
312,6790,39:04.2
9321,1226,39:41.8
3596,9444,40:05.0
8267,9081,39:30.3
3955,3009,32:00.5
4850,1684,25:43.5
2128,2331,50:00.3
134,1022,35:54.7
9282,6439,01:15.7
8847,2088,39:02.5
2543,3192,39:01.0
5854,9960,38:00.9
9180,4593,08:28.6
3600,7676,14:20.9
5986,7396,30:53.1
5756,1062,55:38.2
5180,1429,42:00.5
6191,2993,01:14.8
1143,9067,41:25.5
1125,3810,21:02.2
2963,6865,29:05.8
7187,3694,57:31.4
3893,2863,09:33.7
13,9653,09:50.0
7965,7253,52:50.7
4738,3154,28:27.8
3862,7856,43:10.8
6907,9664,40:00.6
7875,2509,38:43.8
363,3735,31:51.3
2222,1303,15:26.0
1667,3633,37:12.7
7269,3387,03:12.1
5303,4452,26:03.2
1778,9583,01:44.6
5587,5558,52:00.2
3419,3432,24:04.8
142,5161,27:14.5
9374,7008,31:25.8
9299,3506,44:22.3
9341,2986,16:57.8
6968,2810,44:03.7
8020,8214,41:06.4
1598,6061,54:26.0
6843,4674,58:51.5
641,5208,14:47.7
3353,8582,23:08.3
7330,3070,59:20.7
5085,8851,07:33.3
9593,8921,21:23.4
2925,1453,56:43.6
6688,2942,24:14.3
3874,2165,18:46.8
9233,8607,17:55.2
5166,7983,14:46.4
3328,8759,15:28.8
3762,2832,56:02.3
5346,4485,13:30.9
9483,6548,15:50.3
3974,9856,32:10.1
5820,8529,48:21.9
4382,9185,32:37.1
5673,9034,01:21.0
9423,3385,28:57.7
4267,2821,17:33.9
7460,3574,55:29.5
6868,3345,50:39.7
1772,2298,42:49.1
5244,2961,55:50.3
252,1162,58:28.3
5600,6701,39:31.3
6281,5878,53:10.7
5824,3202,52:11.9
1222,2384,04:48.2
5620,4130,09:41.4
9843,6187,46:19.5
426,5979,31:19.2
1035,2886,28:46.1
4059,2943,11:08.6
5322,6560,12:26.7
1637,7946,19:20.8
1904,9661,42:40.7
70,5509,27:29.2
6638,8650,29:00.4
821,2945,45:19.1
2063,4668,04:31.5
3815,3575,21:03.0
8579,9611,40:58.0
8746,4719,38:17.8
5884,1626,19:45.3
3752,9514,40:08.5
2509,5096,03:32.5
6816,7277,07:15.4
1999,5062,16:24.2
4769,4532,03:52.7
7710,8802,12:23.6
5510,7438,20:26.2
9485,9355,49:45.5
7379,8163,59:04.3
5832,4171,38:44.9
5555,8896,00:31.9
9882,3087,02:51.0
5308,6719,17:00.6
4618,1278,50:03.4
4002,4840,45:12.2
8274,5982,33:33.6
6202,4998,07:01.5
7527,9981,37:55.4
2893,6423,43:27.5
6193,1611,44:29.6
7916,7699,57:59.0
6952,2078,07:49.6
9102,8397,11:05.4
3354,4023,12:22.5
8766,4401,41:58.2
4117,1446,52:29.0
460,4202,49:19.7
4773,8913,35:11.8
1065,9609,07:54.1
4924,3632,27:16.7
9313,4754,40:10.4
6549,8759,26:32.1
5843,5110,03:17.8
2972,4364,23:11.0
6352,7088,45:58.7
5201,3151,05:07.7
5658,8958,29:44.7
8552,7809,10:21.9
2429,6553,27:48.3
4181,3355,06:55.6
4629,9075,45:50.8
9247,5844,08:37.5
3382,4782,04:45.1
7049,1917,35:53.0
1916,6844,42:24.9
7626,3160,34:49.5
7951,6075,06:49.7
8471,9561,27:33.0
1620,7512,15:20.7
4730,3217,57:15.7
1337,3484,45:55.3
775,4767,12:11.6
7284,1234,25:11.6
3455,6594,20:19.0
4982,8021,46:54.5
8711,7135,34:34.5
180,8854,08:49.6
3410,5419,27:24.1
7240,8529,56:15.9
4225,6951,20:01.3
9748,4430,23:13.5
3115,1591,19:36.4
4326,1215,28:45.8
9846,7138,53:53.5
2094,5749,41:47.6
4082,6538,13:36.9
363,4815,50:08.8
2203,2318,24:03.0
5781,6667,39:44.2
6607,6585,12:29.1
5917,2174,47:52.6
7207,5979,07:56.8
5607,3468,37:14.0
8994,9945,36:22.1
1061,8054,56:28.3
9598,8212,51:39.2
9201,4021,46:14.4
8991,7899,36:46.2
3551,3790,28:55.6
9641,8579,08:12.2
1949,7709,36:20.5
8452,7927,58:59.5
3064,6559,08:11.5
5162,9782,38:47.5
3822,8706,26:02.3
4158,1202,34:20.0
8366,1272,30:57.6
3135,3169,40:03.2
2941,2633,27:02.0
2941,5906,52:17.4
2298,7747,11:14.7
2715,1150,50:54.6
7013,9090,35:59.5
243,9364,01:30.6
3274,7409,33:22.3
4584,8880,19:05.6
4713,3675,45:34.9
702,2962,54:17.4
1096,4699,17:58.3
7409,9328,12:43.7
517,7789,44:42.3
1056,2757,29:06.1
1872,7782,41:06.0
1861,5565,33:48.1
5684,3387,44:54.1
7769,7586,09:34.3
2664,6692,16:58.9
8073,8464,14:35.4
1313,9215,51:28.3
6004,7500,39:53.6
6311,2886,17:44.5
2315,4065,38:43.0
3553,3693,33:17.3
8267,7028,36:29.7
4036,8111,03:53.7
6716,1719,25:16.8
1328,6201,05:14.2
9766,5287,16:40.9
6100,8132,47:00.2
841,9374,41:37.8
4293,2707,21:30.3
8925,2249,15:48.3
2321,5901,48:00.7
2900,2624,51:58.8
1700,3549,24:42.9
2336,6927,43:11.8
3480,2430,57:31.1
7942,1717,05:19.6
2803,9810,11:45.2
4096,6202,57:52.6
5617,4551,07:46.5
3751,6574,49:17.8
8834,4752,59:59.2
5761,4096,13:40.7
9242,4818,03:13.7
15,8485,14:57.0
5647,1279,03:00.9
1897,1492,31:54.3
5217,1260,31:39.9
1999,7297,26:27.5
7717,7680,24:06.5
1310,4145,07:02.2
2162,7398,30:16.4
5175,7722,38:33.0
6062,2017,38:24.5
7086,2918,15:55.8
335,2339,01:53.4
7084,8073,39:41.6
277,6865,01:34.4
1976,8490,57:58.4
1541,6236,41:31.8
14,3817,23:29.4
3818,6605,50:37.4
3473,9323,51:07.9
235,3442,55:07.6
705,1168,17:10.2
6403,7723,27:15.3
424,5190,15:17.1
8473,4395,16:42.0
9811,8169,21:02.9
1681,7284,18:08.7
1398,8485,59:52.7
2645,4603,55:34.9
7228,5059,01:33.8
3714,8774,59:09.8
4335,7469,22:57.2
2325,5165,08:55.9
3215,4419,23:43.0
421,6569,53:10.6
7133,7205,35:29.7
2740,5933,09:14.4
6031,3136,44:57.8
3328,3999,36:03.0
5728,3269,36:38.1
7336,3380,03:28.3
3047,6879,46:46.2
1269,5602,40:18.3
7293,3470,25:15.6
9957,2632,21:37.7
2489,9387,27:23.1
493,9129,54:51.5
7038,4556,23:41.9
3682,3296,37:29.4
9144,6806,58:12.5
1357,3345,48:01.1
1472,9218,57:53.7
5112,6735,32:01.8
9794,9428,28:28.0
4697,5404,42:47.4
4076,9585,29:11.7
1795,3621,23:52.0
8966,2588,32:36.2
9979,4738,38:47.9
1386,4341,09:36.9
5031,1647,16:53.7
8032,7986,28:51.9
6139,1343,35:53.2
2237,3108,49:52.1
8123,2965,09:42.1
5294,2018,29:39.2
1432,5572,39:38.6
7752,2539,25:34.8
2396,5481,57:52.5
2857,4824,18:36.2
8774,9784,12:42.0
5770,7689,59:29.8
6869,6414,22:13.8
9010,2757,07:44.1
6947,3109,28:32.5
8162,4852,58:23.0
4748,2692,14:39.4
6972,6859,13:13.3
5733,5052,15:17.7
7456,9756,34:12.4
1399,3525,48:15.5
2733,4910,23:23.7
3210,4822,00:39.1
7822,1599,42:34.4
2087,3160,46:42.1
190,9942,41:44.1
3011,5856,10:40.5
5235,3150,47:41.1
5968,6960,27:19.0
8620,7871,25:22.6
8434,2280,17:32.8
5345,1667,23:59.4
2183,2364,56:38.3
3436,6104,26:37.4
2021,5895,30:41.6
6830,6776,12:08.6
2370,2844,28:03.5
8806,1259,52:17.8
8772,3961,45:04.9
2812,6882,20:56.2
4212,9314,34:27.7
1138,9446,18:34.2
9742,6918,13:17.6
4067,1106,45:35.4
3634,4185,53:15.8
6108,4150,01:05.3
6196,4348,30:04.6
9958,7359,38:13.6
7154,5943,20:32.5
6966,3495,19:11.3
7709,9745,35:25.7
9459,8844,03:02.2
3427,8066,00:48.2
1614,4970,08:24.0
1025,1509,16:39.5
9304,5037,22:38.5
4441,4822,45:56.6
4616,8040,24:19.1
8825,5271,50:33.9
2544,3678,52:45.2
4306,2569,02:25.4
2967,5488,26:26.4
2057,3666,42:52.8
8143,5452,29:49.3
8249,2278,05:10.0
8061,7292,42:29.8
1044,6860,05:40.1
6487,2979,31:28.9
1721,7687,13:45.6
9283,5749,50:54.9
3761,5967,25:21.8
8357,5052,23:26.0
1738,9364,22:17.5
4814,9527,47:16.9
2146,3874,14:39.5
3755,9840,06:00.4
2228,3859,29:09.6
2815,1115,21:54.3
6782,1298,25:57.1
2420,5481,59:30.4
5031,2558,21:35.0
1353,4610,13:11.4
8879,5027,11:29.6
6334,5998,34:36.3
8739,4711,55:56.0
7472,5400,25:15.3
5590,4486,43:05.1
4118,4045,14:20.3
3849,7113,27:52.8
8570,8990,23:22.0
3922,7385,29:37.4
5057,4666,33:42.8
4882,4782,54:19.0
6038,1599,42:20.8
4339,5877,02:02.1
7597,8281,05:30.8
4478,9195,41:08.8
8576,7098,04:35.4
3968,7242,01:32.8
4988,4311,20:40.3
884,8153,36:30.1
6934,6167,43:06.8
6912,4779,34:12.7
6248,6219,12:03.4
3463,8582,39:49.5
9725,3187,19:53.5
4452,2567,57:05.7
5599,4593,08:54.6
6015,2507,54:12.9
9146,4411,35:49.7
6250,5302,38:03.1
1051,2311,52:14.4
3569,6936,03:50.2
4332,6048,01:16.6
5756,5068,57:55.6
9382,5727,33:45.7
7926,8757,49:13.6
5005,3383,12:29.0
2678,2681,49:30.4
531,3331,25:01.4
6590,2004,48:30.6
5107,2484,38:16.9
5452,2497,17:53.8
5891,5781,10:07.3
9329,5365,32:37.9
4247,8017,20:32.3
2318,2014,25:41.3
5802,2410,20:49.3
303,1824,37:14.6
1295,3264,12:55.5
1274,2492,27:51.0
7422,5648,29:51.7
8304,4050,40:35.5
8308,5153,53:34.5
6805,1426,05:41.2
9647,1286,52:59.1
3446,6033,09:38.2
8919,1102,13:27.0
8472,1370,17:12.0
8840,6626,37:15.7
9884,3853,08:27.5
8813,1339,02:52.8
7031,9942,56:00.5
2656,3084,44:02.5
3161,6563,29:50.9
5402,3466,53:12.3
5273,4460,36:29.7
6604,1293,19:32.4
2041,1450,28:20.2
1420,6107,48:59.6
4561,7707,29:54.4
3792,7303,56:54.7
4996,8015,24:57.7
2812,6526,30:15.6
3627,3869,29:29.3
4213,2252,14:58.8
5183,1133,37:31.5
9779,1904,29:39.5
5529,4705,17:37.2
7444,8479,08:21.8
1742,8801,52:03.3
537,8427,13:36.9
1499,3688,36:01.3
1345,7951,17:26.9
4224,1558,17:20.3
7389,2590,49:35.4
3353,9721,19:35.7
2675,9978,23:41.6
5561,6698,14:17.0
1960,8608,45:43.4
9189,2468,06:03.6
1769,5499,05:31.9
4034,8534,25:38.9
7561,5909,58:23.8
778,2218,48:25.2
3199,3320,53:52.6
4957,6069,51:25.7
3185,6532,46:27.6
5769,5378,42:11.7
3162,5821,29:16.9
1939,7526,00:19.4
9402,1803,45:32.0
219,3351,16:00.5
2288,9024,38:04.2
9021,3380,07:14.2
3819,5177,51:02.1
4917,7841,02:53.3
9463,3984,08:44.2
8840,6903,55:34.8
1633,1500,28:07.4
9659,2092,24:13.5
7463,3016,52:55.8
9982,6849,42:58.7
650,9855,39:16.3
9578,3956,59:53.5
9484,1070,58:41.9
6179,2348,35:14.4
301,6921,19:34.7
800,7958,45:34.5
4020,9156,46:45.0
5243,3493,44:02.0
8982,6040,15:52.5
1011,9487,19:27.0
9443,8027,56:01.1
3339,5267,06:06.4
1557,5620,23:35.3
5269,1831,13:48.0
6129,5082,04:33.3
6625,1855,16:38.7
6150,3203,05:13.6
7795,6231,44:01.1
7521,4722,13:25.5
7165,4353,32:18.4
9581,7125,18:10.3
2639,6205,44:00.8
4165,2907,32:26.0
1324,6784,59:07.9
3200,2899,41:00.7
2227,9681,33:58.9
2921,8551,06:37.9
1030,6503,30:39.1
5997,9441,28:53.1
3361,5918,27:12.6
5095,7218,59:08.4
2322,9582,29:17.5
6841,3248,34:10.8
6686,3581,32:53.2
9711,5051,53:06.6
4331,8566,27:18.6
3741,6430,49:56.4
329,6789,46:40.0
4772,5299,46:02.6
6576,9000,32:27.8
8597,9732,54:38.9
9031,3590,32:00.1
4103,7526,20:57.3
7483,4636,11:09.9
2419,5061,26:31.8
9762,4768,05:08.6
2456,6283,30:47.8
7997,7471,13:13.7
3235,9358,21:01.3
2584,6336,47:23.0
3014,2504,10:18.8
1844,3079,15:04.6
4060,1958,12:33.4
2911,6157,44:43.6
1336,3375,17:19.7
4093,3945,44:52.0
501,5659,54:10.9
8934,7900,53:53.6
6476,2346,36:06.1
1309,6334,00:57.3
6177,9705,57:37.9
2144,1745,24:50.0
3584,9759,11:20.4
327,1563,30:55.6
1864,3492,17:09.2
15,1818,39:43.1
9714,2379,23:42.3
7818,6738,42:36.4
715,1501,56:29.4
5685,8705,01:21.6
8036,6730,26:45.5
2730,1198,43:11.9
8133,9540,21:20.7
5434,4615,05:27.1
3879,3614,33:42.8
2164,3960,30:12.4
5587,9265,01:29.3
6671,3650,33:46.7
2815,5499,18:27.9
2300,8148,31:13.6
7315,8264,50:48.1
3074,1823,05:16.1
5263,5701,54:08.5
97,1265,22:00.9
2315,3060,42:09.0
2385,6213,49:10.1
8820,6775,46:27.7
1685,9671,22:52.7
9658,7168,11:41.3
2075,8762,04:16.8
1086,8454,07:14.5
2280,9943,50:15.4
8366,3187,47:42.6
4116,7532,31:52.5
1552,2731,19:15.1
6879,6453,26:44.9
6370,8978,21:07.3
1967,8938,29:46.1
7174,9074,57:32.0
6849,2450,29:06.1
4041,5205,00:58.1
2738,4896,11:46.4
9369,7349,34:46.8
2294,3824,22:27.5
9502,7186,27:00.7
2369,8140,54:50.5
3134,2622,04:31.4
4322,6864,00:15.2
1375,8126,48:42.5
5626,1494,15:09.0
3140,3007,14:30.7
511,7146,12:57.4
624,6395,53:17.3
9358,5062,00:09.4
3880,8537,26:31.9
6974,8771,23:27.8
1655,2552,48:56.7
5798,1707,49:06.9
5596,8143,17:23.6
6288,2796,48:28.7
5091,7497,59:07.3
4884,4375,08:43.7
5731,9330,49:03.0
2163,7970,43:50.3
1313,3186,33:39.8
4368,1427,15:40.7
9174,3207,10:56.5
6789,8835,06:45.5
8290,3218,40:45.3
3003,9405,42:01.3
6663,6007,11:09.1
5483,5145,14:30.1
5480,7426,30:23.4
4593,8400,55:19.1
1040,1215,20:39.8
6924,6587,28:34.8
8875,5795,35:29.1
6257,6618,31:16.5
3314,9176,59:27.3
8926,1760,09:48.6
3319,2895,23:59.4
9134,1907,54:17.3
7318,3025,56:07.0
4453,8004,14:42.6
8595,6309,31:20.8
3335,8947,40:32.5
6388,9096,02:25.5
1990,5999,16:35.1
2553,8719,02:42.7
5497,1342,57:26.9
9626,7486,23:49.8
1090,7986,13:45.7
6259,7166,29:21.3
2624,9004,20:53.3
3562,1067,27:14.8
5006,9828,52:37.1
3755,7282,18:33.9
6433,9817,21:47.1
3022,7610,36:00.8
6825,4849,05:10.3
4243,9063,26:01.5
6766,2703,44:33.8
806,5497,40:54.3
2412,9133,12:26.0
7139,3725,48:59.9
9321,6542,36:33.6
7200,1441,56:52.9
58,5971,07:12.0
5643,8538,52:28.1
171,1529,24:43.0
9271,8719,05:26.7
2629,9669,25:51.0
6594,4959,20:22.6
4690,6693,13:47.2
3794,1292,31:32.7
2636,8936,50:34.6
5721,8662,40:14.4
4120,9082,27:00.9
5194,8106,01:42.7
8590,4907,18:01.7
8327,9965,58:05.2
4619,4371,25:44.8
2166,4740,30:35.4
6173,4799,01:52.1
7136,8662,04:42.9
819,9488,27:10.3
8917,5640,56:49.7
2742,4230,03:17.1
8123,2648,52:43.7
1155,7291,47:11.7
2927,1258,19:01.2
4351,1688,22:45.3
1298,4711,32:44.1
3587,5279,34:01.9
956,3758,00:38.3
1439,9617,47:37.6
8275,6587,34:58.6
7699,6006,42:35.7
7551,8898,15:55.5
1670,8076,33:39.7
4166,3737,28:53.9
7537,1815,58:24.2
9947,5805,19:29.0
7027,8376,59:12.9
2503,3091,11:20.5
9406,1576,02:38.4
2712,7440,56:02.9
2591,5342,37:40.5
4281,5641,30:13.9
1463,6064,21:20.7
192,7360,49:01.0
943,1779,33:30.5
8183,8443,50:37.4
7287,7141,32:01.8
6577,6151,14:48.3
4096,3855,58:19.4
311,9105,21:38.3
2012,2026,18:33.5
9635,6482,42:10.1
5800,6809,46:47.7
36,7633,25:07.0
5123,1482,03:32.4
2299,4535,27:36.0
9681,2554,00:41.1
2578,7755,23:13.7
7724,7325,54:58.4
6806,4586,47:57.8
6364,8762,04:42.5
9851,3586,42:29.4
6100,6262,20:55.8
9924,2370,37:14.4
916,8161,32:40.0
9970,6662,45:01.3
4422,3237,01:56.7
8262,9087,43:56.1
4345,5161,37:45.0
4990,1845,58:20.6
6032,2909,44:05.8
2708,9740,08:42.2
3996,9141,56:56.4
7062,1386,10:32.0
2534,6536,53:43.4
2790,3109,38:32.3
3535,5789,49:36.9
4604,8728,25:10.0
2285,7858,17:59.1
9970,5258,24:34.4
1100,6208,29:13.7
5935,7453,52:16.0
8865,9166,05:15.5
9767,9937,47:13.6
4386,7099,59:03.3
2137,2887,33:32.7
5441,9964,22:47.0
8661,9860,52:54.5
1749,4221,58:50.0
5715,4607,34:47.7
2453,3157,15:24.2
3544,7150,31:49.2
6520,7320,15:38.8
9581,9667,02:57.1
83,7420,57:16.7
572,9405,08:24.0
8735,5112,26:57.0
6538,1546,35:31.1
4675,1425,50:13.1
2427,2030,03:54.3
786,7591,16:58.7
4189,8747,21:25.0
8644,6194,45:01.1
8602,7012,32:52.4
3592,9963,30:30.6
6307,3174,51:02.2
4039,4336,15:21.1
663,1452,59:45.2
2335,8809,34:46.1
4947,9495,42:30.0
681,9775,36:55.6
758,1043,12:39.8
8955,6748,27:50.8
5871,9240,05:43.1
3608,9797,50:33.0
9461,4688,13:15.4
2247,4875,15:06.9
832,6107,26:31.7
8432,4352,07:31.7
7726,9247,33:31.8
9271,3089,33:00.1
757,9453,27:23.0
8653,4194,34:59.8
9393,2998,01:26.7
8766,7998,53:00.8
4875,8977,59:02.9
3309,8826,01:43.7
8136,2124,07:29.3
2868,3808,19:59.2
8211,5838,05:46.1
3118,5235,19:47.1
1885,5903,18:56.2
8680,9601,47:20.7
8388,8436,19:26.9
7085,4020,42:14.3
9025,8027,17:31.9
4711,6459,44:15.5
8439,2175,17:20.7
6131,6489,45:11.6
347,6017,41:28.0
4392,3075,35:53.7
8604,5216,03:01.5
7875,8995,55:35.4
8403,3020,54:06.2
3271,3528,52:23.6
9071,3890,40:03.7
2544,9279,18:38.2
1912,3673,47:16.8
924,6337,27:44.9
533,9621,36:53.5
8106,8732,20:38.4
6757,8434,53:33.6
4256,5788,54:26.2
5762,7638,27:31.4
4174,9767,34:49.9
8998,7501,31:40.8
6514,3576,44:17.3
2273,1613,05:21.6
3809,3596,01:42.1
6895,9683,25:56.1
5760,6353,22:13.0
7169,5483,09:23.3
2571,4632,12:52.1
448,1934,34:18.4
