worker_ref_id,worker_title,affected_from
7033,Lead,26:02.7
8016,Director,27:35.7
770,Asst. Manager,53:42.7
9948,Lead,55:46.5
4261,Asst. Manager,17:06.9
855,Asst. Manager,39:06.3
3226,Director,52:31.3
4668,Asst. Manager,54:44.4
8336,Lead,54:36.8
9364,Lead,53:24.9
9255,Asst. Manager,13:32.8
1756,Director,38:23.9
1005,Executive,53:27.1
8870,Lead,42:06.5
2041,Executive,15:46.3
3913,Manager,33:21.7
7486,Asst. Manager,56:56.0
9679,Executive,34:09.5
9732,Executive,38:25.9
84,Asst. Manager,24:11.7
7542,Director,59:20.4
1704,Director,43:52.0
7832,Manager,51:23.5
5691,Manager,14:44.5
404,Asst. Manager,35:11.5
25,Executive,28:46.2
3352,Manager,29:04.9
1863,Lead,03:05.6
5942,Asst. Manager,48:20.4
1810,Asst. Manager,55:04.6
1914,Manager,44:06.4
2437,Asst. Manager,01:39.0
631,Manager,58:09.0
6215,Director,15:00.1
9543,Asst. Manager,52:52.1
3060,Lead,30:55.1
1395,Lead,27:51.5
5600,Director,07:00.4
6702,Lead,45:08.5
9749,Manager,32:31.4
6956,Director,43:43.8
4964,Director,56:09.8
1961,Executive,13:13.6
905,Asst. Manager,58:02.5
8884,Director,03:29.0
2052,Asst. Manager,04:26.0
2797,Manager,07:44.7
6073,Lead,30:48.3
739,Executive,56:26.5
4264,Asst. Manager,06:49.7
851,Manager,21:28.5
333,Manager,25:47.0
8773,Director,33:23.4
5198,Executive,32:14.3
9382,Manager,18:28.8
4115,Manager,28:34.8
6349,Asst. Manager,28:09.2
6136,Manager,08:57.7
200,Manager,33:07.7
3356,Lead,13:57.1
4099,Executive,43:12.4
623,Director,09:09.0
4872,Asst. Manager,27:50.0
5949,Lead,14:33.8
4897,Asst. Manager,22:20.8
8297,Manager,06:13.3
1948,Lead,43:36.1
6270,Manager,38:02.3
1600,Manager,31:14.0
452,Director,39:49.1
831,Manager,59:47.7
4339,Manager,45:22.8
125,Executive,54:24.8
4129,Lead,25:16.6
4637,Executive,36:19.2
6635,Asst. Manager,58:05.7
1779,Executive,41:40.7
4757,Executive,47:15.6
6456,Executive,40:55.8
3906,Lead,05:54.6
30,Asst. Manager,59:06.6
1766,Manager,32:33.2
8000,Director,58:41.8
2139,Executive,59:01.9
751,Lead,39:15.8
3888,Lead,42:04.9
2186,Asst. Manager,32:29.9
3163,Manager,46:29.7
4629,Asst. Manager,13:29.8
7301,Director,00:21.1
3392,Asst. Manager,49:57.0
7616,Asst. Manager,03:07.9
3981,Manager,55:31.0
8560,Executive,36:21.5
471,Asst. Manager,12:03.3
977,Manager,16:19.2
4043,Manager,12:52.8
6447,Lead,58:17.7
4544,Manager,03:39.5
3875,Lead,51:43.2
9386,Lead,29:32.0
1000,Lead,42:24.2
6340,Director,54:39.3
19,Manager,03:01.5
1148,Director,09:03.3
6091,Manager,13:31.8
1745,Lead,40:32.6
8678,Executive,23:01.0
6170,Lead,22:59.8
6442,Asst. Manager,37:11.3
8841,Executive,31:24.2
1969,Asst. Manager,40:21.5
9352,Lead,13:07.6
4022,Executive,00:23.9
4450,Executive,07:34.8
6403,Lead,30:58.8
8992,Asst. Manager,28:30.4
3442,Asst. Manager,34:04.0
8309,Director,26:10.7
7615,Lead,44:29.2
7684,Manager,47:16.7
3565,Executive,43:10.8
7049,Manager,36:59.2
147,Asst. Manager,25:28.8
8494,Manager,46:29.8
2890,Lead,20:49.7
6761,Director,08:29.7
3117,Director,51:18.6
5476,Executive,45:17.6
1578,Director,13:25.0
4434,Lead,57:51.8
9698,Director,08:39.2
4189,Manager,33:20.3
8393,Director,17:27.2
2280,Executive,02:22.2
6358,Director,36:50.9
1725,Manager,36:21.0
4564,Lead,28:32.3
6915,Director,48:52.4
3924,Executive,46:40.5
3127,Lead,52:39.6
2271,Asst. Manager,34:52.8
8634,Manager,52:28.3
9423,Manager,56:04.0
6581,Asst. Manager,08:13.5
4012,Executive,23:56.1
6294,Director,00:08.6
1195,Manager,08:31.0
1330,Director,44:57.6
7581,Asst. Manager,25:27.0
2128,Executive,36:02.4
1946,Director,53:03.6
5328,Lead,18:42.2
5501,Director,21:48.6
1966,Director,26:59.9
2620,Lead,24:25.1
6646,Lead,38:31.9
5110,Director,56:49.5
4787,Lead,52:07.1
3398,Executive,21:46.0
1225,Executive,33:29.5
8467,Executive,30:50.9
6693,Manager,03:35.9
6046,Director,19:06.1
4055,Manager,00:55.1
8052,Manager,58:13.3
3848,Manager,10:26.4
8812,Executive,26:49.1
7568,Lead,23:08.7
9473,Executive,47:26.5
7046,Asst. Manager,46:50.6
230,Lead,40:53.8
6788,Executive,43:07.5
4312,Director,27:03.5
6606,Executive,50:06.6
5621,Lead,32:12.5
5185,Asst. Manager,09:42.6
7390,Director,35:14.8
8399,Lead,01:28.4
4735,Director,36:21.1
3054,Lead,04:13.0
8678,Executive,30:18.9
1801,Lead,50:08.6
833,Executive,47:40.3
1069,Asst. Manager,59:21.2
2784,Manager,01:51.6
8365,Manager,15:56.3
6915,Lead,09:52.6
9459,Lead,20:02.5
9675,Executive,05:49.5
9296,Executive,02:05.8
9257,Executive,59:26.1
5148,Lead,42:27.3
1192,Asst. Manager,57:05.0
8282,Director,51:02.0
7114,Lead,43:03.2
3849,Executive,06:27.4
9534,Asst. Manager,35:15.1
1606,Executive,24:35.6
7653,Manager,58:09.3
4621,Executive,10:34.1
6703,Executive,20:40.4
6284,Director,50:02.9
7569,Director,41:32.5
9408,Executive,07:02.4
2144,Executive,04:14.0
5855,Manager,17:08.7
1381,Executive,05:35.2
6534,Manager,05:33.8
7159,Lead,50:11.0
8639,Asst. Manager,28:42.6
3517,Asst. Manager,21:27.1
9315,Director,18:19.6
5010,Asst. Manager,05:50.3
6037,Lead,02:53.5
5067,Director,54:00.7
1268,Manager,41:58.9
4056,Director,28:04.4
4624,Manager,22:59.3
1150,Asst. Manager,48:01.7
6300,Executive,36:48.7
2902,Lead,35:12.2
6041,Director,42:19.1
720,Asst. Manager,10:06.6
887,Executive,39:35.2
5707,Asst. Manager,51:23.6
1382,Asst. Manager,01:15.3
5659,Director,19:27.7
5160,Executive,58:32.6
1269,Executive,30:14.8
9740,Executive,58:40.8
6523,Manager,41:08.0
338,Executive,42:16.1
5512,Executive,32:24.9
7648,Asst. Manager,57:41.5
984,Manager,35:05.1
7203,Manager,45:03.2
3867,Director,45:36.9
1208,Asst. Manager,42:36.4
3467,Director,52:23.5
6083,Executive,41:13.7
1400,Manager,27:22.0
1797,Director,53:28.7
383,Manager,00:07.7
7416,Asst. Manager,23:05.4
1961,Lead,50:35.5
7309,Manager,36:40.4
5079,Asst. Manager,15:22.0
4179,Executive,22:23.2
1606,Executive,50:14.6
7355,Asst. Manager,38:55.3
8402,Executive,15:43.3
8079,Asst. Manager,13:20.2
5200,Executive,13:29.5
5708,Asst. Manager,05:50.4
6877,Executive,23:56.2
1088,Lead,57:40.4
6286,Asst. Manager,56:54.4
8987,Executive,22:26.2
34,Executive,43:54.9
1562,Executive,04:54.7
7701,Executive,57:05.2
2569,Executive,48:13.9
57,Executive,51:13.1
6351,Asst. Manager,08:44.7
1514,Asst. Manager,27:46.0
7153,Director,13:13.6
4767,Manager,30:12.7
4576,Director,57:35.7
5670,Executive,44:38.6
4051,Executive,02:22.8
9040,Executive,18:26.6
7050,Asst. Manager,40:55.3
3249,Executive,51:42.6
1441,Director,29:46.3
4528,Manager,17:24.4
2220,Asst. Manager,32:12.5
6029,Director,07:01.3
2896,Asst. Manager,26:17.1
3378,Executive,33:57.5
1687,Director,35:10.8
3771,Lead,17:04.8
7922,Executive,58:05.1
9153,Executive,32:14.7
5119,Manager,55:06.2
5419,Lead,16:27.2
5576,Asst. Manager,43:43.5
5063,Director,01:42.4
1968,Manager,34:12.5
3686,Manager,38:11.6
661,Executive,59:39.7
5294,Lead,12:47.7
3784,Director,34:28.2
7346,Asst. Manager,34:05.0
8315,Manager,48:24.9
1805,Executive,15:17.7
130,Lead,37:37.8
1752,Lead,26:23.5
1586,Asst. Manager,34:48.6
5284,Asst. Manager,33:25.8
4810,Asst. Manager,41:50.2
2828,Manager,51:58.0
7967,Director,28:24.8
1500,Lead,25:29.8
134,Asst. Manager,34:34.5
1484,Manager,57:04.0
5411,Manager,37:27.5
6061,Asst. Manager,44:29.9
1858,Manager,09:06.9
3334,Executive,38:50.3
3939,Asst. Manager,48:00.9
4303,Executive,05:19.7
8788,Manager,37:01.7
3438,Director,12:49.5
9604,Manager,28:40.3
9501,Director,01:32.0
9033,Lead,38:53.1
4214,Executive,05:22.2
7889,Lead,13:03.3
8918,Director,34:01.8
2352,Asst. Manager,47:36.0
8579,Asst. Manager,01:28.5
6970,Manager,00:01.2
3028,Asst. Manager,57:48.5
4219,Director,28:44.5
9864,Executive,57:58.2
9043,Director,40:31.6
1020,Lead,03:21.7
4983,Director,36:00.7
5572,Executive,37:20.6
9942,Executive,46:17.2
6364,Manager,37:55.5
1047,Asst. Manager,59:17.9
9799,Executive,01:33.2
335,Executive,51:38.2
3114,Manager,30:43.1
90,Lead,28:35.1
5777,Executive,11:38.2
2390,Executive,37:06.8
6582,Asst. Manager,47:14.7
3330,Manager,05:20.9
3874,Lead,23:20.9
8020,Asst. Manager,45:09.9
5518,Lead,51:11.6
3442,Director,19:24.5
4543,Lead,57:39.0
9535,Manager,15:48.5
9607,Asst. Manager,58:06.5
5688,Manager,31:48.7
5595,Manager,54:20.9
3243,Executive,19:55.9
3927,Asst. Manager,47:38.0
5845,Lead,49:55.5
2088,Lead,19:43.1
5124,Asst. Manager,15:30.6
9262,Lead,51:19.3
7481,Manager,41:06.8
7196,Executive,39:50.9
3378,Director,40:34.6
3212,Manager,20:31.1
5480,Manager,37:37.0
5790,Lead,45:26.3
7975,Executive,43:07.6
6740,Manager,47:50.1
5083,Director,11:03.0
1190,Director,37:02.5
4187,Asst. Manager,39:10.5
2040,Lead,19:43.6
5369,Director,01:13.5
2095,Lead,58:39.4
7429,Director,58:24.0
7434,Asst. Manager,47:39.4
8903,Manager,18:57.0
505,Manager,58:04.8
5829,Manager,48:31.9
5332,Manager,52:07.9
5588,Manager,53:40.7
7576,Executive,48:25.4
5434,Director,45:46.2
1592,Director,15:21.2
7226,Manager,28:25.0
4420,Asst. Manager,55:32.5
4376,Lead,01:58.5
6062,Manager,25:11.0
1704,Manager,11:01.1
8468,Executive,13:55.2
192,Lead,06:55.8
3613,Asst. Manager,39:34.1
8698,Manager,42:03.2
1132,Manager,22:10.8
4968,Asst. Manager,16:11.9
4369,Executive,21:38.4
7438,Lead,47:14.8
3594,Lead,53:53.8
1698,Lead,38:28.3
9549,Asst. Manager,29:23.5
4526,Director,30:44.9
3413,Director,24:36.9
3052,Executive,35:45.4
5425,Manager,19:21.3
9890,Manager,15:12.9
9870,Manager,17:35.8
17,Director,19:46.9
5912,Asst. Manager,23:08.6
5925,Executive,06:03.2
8032,Asst. Manager,52:22.3
4402,Asst. Manager,41:02.0
3860,Lead,45:30.0
5398,Director,44:50.0
6334,Asst. Manager,27:41.3
1794,Director,01:03.0
9695,Manager,49:31.1
6090,Executive,08:46.1
9913,Director,43:01.3
1353,Asst. Manager,08:49.4
869,Executive,48:52.9
3862,Asst. Manager,46:13.1
8310,Director,46:26.4
5477,Manager,18:33.9
8518,Manager,34:21.1
4648,Asst. Manager,49:09.1
3600,Director,46:18.1
2241,Lead,09:08.3
9368,Executive,40:32.8
1957,Lead,53:21.3
8968,Director,53:16.6
1149,Manager,03:29.6
1544,Executive,18:46.4
5257,Lead,19:47.4
5037,Executive,54:51.7
927,Executive,19:20.2
3589,Manager,36:22.9
8923,Director,57:06.2
7935,Executive,53:30.7
6182,Lead,47:23.7
2384,Manager,11:10.4
8876,Manager,49:47.0
6584,Executive,27:53.1
1616,Lead,01:27.6
8768,Asst. Manager,56:39.0
9772,Lead,14:26.6
112,Lead,25:42.9
3474,Director,53:38.6
9818,Executive,19:39.3
9274,Lead,59:47.0
5010,Manager,51:40.8
4692,Executive,53:45.4
3701,Executive,57:42.1
3117,Manager,18:00.3
9188,Director,08:21.2
7241,Executive,28:02.2
3379,Lead,38:53.4
9172,Executive,55:34.0
5802,Lead,16:46.3
6797,Executive,39:20.9
5218,Manager,36:38.9
7750,Lead,34:16.0
5091,Manager,51:59.9
7210,Manager,46:20.3
8563,Executive,23:58.1
7738,Executive,42:55.9
849,Lead,35:45.6
9916,Manager,10:31.0
6164,Manager,26:54.6
2853,Director,42:47.2
1546,Director,40:17.8
1890,Asst. Manager,31:03.5
6972,Manager,08:45.7
7724,Asst. Manager,12:21.0
9808,Asst. Manager,35:34.8
4201,Asst. Manager,38:37.3
6678,Asst. Manager,04:06.8
387,Executive,28:14.7
2717,Manager,10:22.8
1082,Lead,08:58.7
9086,Manager,34:56.9
8693,Lead,12:45.9
5135,Asst. Manager,29:47.3
5440,Executive,49:48.8
6855,Lead,52:36.5
5416,Executive,42:09.4
9639,Director,29:34.7
3561,Lead,46:11.5
7141,Asst. Manager,21:41.0
2904,Lead,43:39.7
7972,Manager,06:13.9
1275,Director,11:16.9
8662,Asst. Manager,02:16.4
8938,Manager,27:12.6
6631,Executive,59:23.7
6086,Executive,29:17.6
2958,Director,14:59.9
3454,Asst. Manager,44:08.4
8957,Lead,49:46.4
5961,Executive,17:49.5
4277,Executive,48:28.6
9356,Executive,49:37.6
9938,Executive,24:44.7
7730,Executive,47:56.0
7990,Manager,44:56.8
1550,Asst. Manager,55:24.8
9484,Manager,02:26.1
7531,Executive,34:29.1
2268,Director,51:28.6
1717,Manager,44:56.9
8835,Lead,55:21.5
3190,Manager,38:41.0
5166,Manager,14:47.0
3080,Executive,42:45.0
3141,Executive,21:09.6
89,Executive,41:58.2
9885,Asst. Manager,36:31.5
6829,Executive,23:38.4
3894,Executive,36:58.9
1764,Executive,53:50.9
6665,Manager,37:57.9
7769,Lead,22:42.6
3056,Asst. Manager,17:47.7
8765,Manager,43:18.1
3640,Asst. Manager,47:35.2
3220,Manager,36:23.0
9138,Director,10:51.6
8391,Asst. Manager,58:42.8
7732,Asst. Manager,13:13.6
4473,Manager,44:13.2
1529,Asst. Manager,53:48.6
6370,Manager,49:46.7
1823,Manager,38:04.6
4937,Asst. Manager,17:51.5
2450,Director,10:59.1
997,Asst. Manager,57:01.3
8525,Executive,59:03.6
7060,Asst. Manager,31:07.4
7311,Executive,15:40.0
1809,Manager,56:05.9
4825,Executive,40:17.8
4816,Lead,13:59.0
3856,Director,33:06.3
3112,Executive,53:59.3
4886,Asst. Manager,17:32.4
4807,Asst. Manager,55:30.8
4898,Asst. Manager,15:53.3
9755,Executive,56:47.4
5326,Asst. Manager,00:02.0
2551,Executive,29:28.3
5828,Asst. Manager,23:23.9
8178,Director,59:39.3
416,Executive,04:49.9
6595,Director,00:50.1
8882,Executive,01:59.8
936,Executive,10:27.5
84,Asst. Manager,22:32.8
3208,Asst. Manager,10:33.1
8981,Asst. Manager,45:19.3
9680,Executive,46:46.8
9027,Lead,30:33.4
894,Lead,15:07.2
6486,Asst. Manager,08:57.2
1704,Lead,02:00.5
6053,Manager,32:58.6
8742,Asst. Manager,32:54.8
1813,Manager,58:05.5
569,Manager,14:32.5
3407,Director,07:13.9
9427,Executive,51:59.6
7166,Manager,00:19.0
9019,Lead,44:09.3
5008,Executive,15:58.5
5638,Executive,38:38.2
2041,Director,25:23.0
2620,Director,02:32.9
2657,Asst. Manager,23:41.1
848,Director,28:09.4
3261,Executive,40:17.8
6252,Manager,22:35.6
1776,Asst. Manager,50:03.0
5748,Director,16:55.2
2772,Manager,09:32.4
1758,Manager,10:58.8
9290,Executive,36:09.5
7964,Manager,23:01.7
3856,Manager,46:57.6
6966,Asst. Manager,11:48.3
4432,Director,37:20.8
3399,Executive,08:03.0
7538,Asst. Manager,44:08.1
6636,Asst. Manager,39:19.9
780,Director,31:55.2
2150,Executive,25:38.3
7755,Director,26:15.0
487,Asst. Manager,42:13.5
888,Director,36:00.7
9428,Director,28:49.5
7387,Director,32:45.9
9607,Executive,56:35.5
2118,Director,49:26.5
7182,Manager,43:42.4
5989,Manager,30:07.9
5309,Director,53:55.9
8025,Executive,51:38.1
4466,Asst. Manager,43:18.6
7603,Director,35:09.2
4724,Asst. Manager,50:05.0
9144,Asst. Manager,47:33.4
3945,Lead,28:41.3
7202,Asst. Manager,48:00.9
7818,Director,46:14.1
5111,Director,25:45.3
8718,Lead,38:55.9
9089,Executive,06:22.5
4378,Lead,42:35.0
2811,Asst. Manager,08:35.7
618,Executive,32:58.5
9683,Asst. Manager,24:38.5
1729,Executive,40:54.3
9486,Manager,45:31.3
9584,Executive,05:44.5
276,Manager,09:01.6
8437,Executive,12:32.2
9199,Manager,50:05.8
5401,Lead,14:03.7
6822,Lead,37:48.5
3064,Lead,06:50.1
957,Manager,53:36.8
4633,Executive,08:57.3
4203,Lead,48:34.2
2998,Director,01:08.7
1929,Director,26:04.5
5553,Director,45:47.8
487,Director,09:11.1
79,Director,49:21.0
5920,Asst. Manager,59:59.5
2656,Director,06:46.5
5558,Manager,39:29.1
9832,Lead,42:22.8
4065,Lead,22:12.2
7050,Manager,00:47.8
5777,Asst. Manager,22:58.4
4006,Asst. Manager,56:58.1
8830,Lead,07:02.4
7891,Director,23:25.5
5951,Manager,37:22.2
3295,Director,45:11.4
7588,Executive,14:03.9
7968,Executive,20:24.0
1404,Manager,14:50.1
7487,Lead,37:27.1
4910,Asst. Manager,00:05.7
1188,Executive,23:48.8
7846,Director,54:16.3
7885,Asst. Manager,59:40.2
2786,Director,56:30.7
6054,Manager,15:13.0
2357,Director,37:09.9
466,Lead,32:22.3
7829,Manager,08:59.2
4898,Asst. Manager,24:41.6
300,Manager,46:05.5
4410,Lead,13:15.2
7990,Asst. Manager,31:25.4
5483,Lead,59:49.1
7919,Lead,31:09.0
3986,Executive,18:24.0
75,Executive,04:45.4
5060,Manager,02:32.5
1426,Executive,51:06.0
7782,Asst. Manager,08:14.4
8328,Manager,49:47.0
6596,Director,15:23.5
937,Manager,13:23.9
2716,Executive,43:53.4
3586,Manager,59:04.9
3430,Lead,23:09.0
1461,Manager,50:56.2
4351,Manager,08:35.6
5924,Director,05:17.8
138,Asst. Manager,53:42.9
3373,Director,35:17.6
5370,Manager,53:41.2
7890,Director,04:48.1
6186,Director,53:07.9
1427,Manager,54:54.5
7328,Executive,17:12.3
2803,Lead,46:16.2
7933,Director,00:46.6
2278,Manager,13:16.1
5759,Asst. Manager,30:44.9
2512,Manager,37:31.5
7859,Asst. Manager,06:05.6
6246,Executive,42:12.8
1329,Director,27:46.8
9383,Asst. Manager,42:17.4
6284,Manager,05:59.6
5998,Executive,57:31.6
1576,Lead,34:37.6
550,Manager,14:03.6
2409,Manager,30:23.0
2029,Manager,26:41.8
3686,Director,30:34.3
3592,Manager,03:21.8
9947,Manager,51:39.2
3693,Director,13:01.6
1933,Lead,00:18.5
2675,Director,50:08.5
8740,Asst. Manager,54:17.5
3031,Director,24:44.0
4816,Director,54:28.0
3059,Asst. Manager,22:43.9
4544,Manager,50:14.6
651,Lead,47:24.8
4707,Manager,46:06.5
4167,Manager,56:17.7
4338,Director,52:29.1
5698,Executive,25:13.4
5946,Lead,33:32.9
1552,Lead,01:01.0
3599,Lead,39:45.7
9729,Asst. Manager,50:35.4
9917,Asst. Manager,37:23.2
9751,Executive,36:04.4
8822,Manager,58:21.8
993,Director,00:38.0
6217,Executive,24:36.0
6797,Manager,21:06.0
9652,Director,01:33.3
172,Lead,35:42.2
3113,Director,43:12.9
1611,Asst. Manager,12:49.1
3051,Lead,40:09.3
2592,Asst. Manager,08:11.8
2709,Lead,15:39.2
5538,Asst. Manager,07:48.5
9738,Asst. Manager,01:31.9
4032,Director,18:42.0
6136,Asst. Manager,41:01.9
1341,Asst. Manager,11:26.6
4408,Manager,01:32.9
3748,Manager,21:28.6
9925,Executive,48:58.9
9558,Manager,44:27.6
5123,Director,29:06.6
721,Asst. Manager,15:50.9
3696,Director,16:22.2
444,Asst. Manager,21:15.4
4326,Manager,42:09.4
6378,Executive,06:36.4
2112,Executive,44:52.3
3980,Manager,15:48.7
2027,Manager,19:42.4
9293,Lead,47:53.0
2512,Lead,58:35.0
6218,Lead,07:39.3
4378,Manager,00:59.6
7082,Asst. Manager,32:22.5
1753,Manager,04:00.7
8667,Executive,44:32.9
6470,Executive,13:05.4
8243,Executive,24:18.1
1799,Director,07:14.9
8807,Manager,03:22.4
943,Executive,55:56.1
2386,Executive,46:05.8
7491,Executive,04:37.5
1164,Asst. Manager,31:35.1
9144,Manager,06:32.1
4952,Manager,58:21.6
2155,Director,28:01.2
9134,Manager,14:44.2
242,Director,54:58.6
7462,Manager,55:40.3
9071,Director,29:08.5
1932,Director,30:17.6
1605,Executive,24:12.4
8289,Manager,26:27.5
9136,Manager,11:49.6
6634,Director,53:54.5
461,Executive,39:40.6
7634,Manager,28:37.0
8066,Lead,34:19.9
1191,Lead,24:28.8
1855,Asst. Manager,35:09.9
2117,Asst. Manager,22:44.3
9532,Executive,48:22.9
7980,Director,35:36.7
6734,Manager,18:21.7
499,Manager,09:47.2
8559,Lead,11:29.4
9726,Asst. Manager,43:43.8
1396,Executive,31:55.6
2171,Director,42:29.3
7938,Lead,30:02.0
6056,Manager,08:30.3
140,Executive,30:01.9
9353,Manager,19:49.4
1827,Director,32:42.7
9086,Director,48:36.6
6502,Asst. Manager,41:26.4
7220,Asst. Manager,28:34.2
3599,Manager,58:23.0
3281,Lead,53:34.8
852,Manager,23:43.5
8636,Manager,27:52.2
3610,Asst. Manager,47:02.1
8395,Director,27:24.9
8683,Director,02:26.0
2207,Lead,43:27.0
756,Director,19:03.9
7236,Director,57:11.7
1512,Executive,22:35.8
6893,Asst. Manager,34:41.5
4761,Lead,02:59.7
8667,Executive,36:32.9
8715,Director,19:57.1
8931,Director,48:22.7
1877,Director,52:00.4
6926,Manager,02:49.6
9891,Asst. Manager,06:15.3
5142,Lead,05:09.3
9407,Lead,41:45.6
9041,Executive,51:56.0
3703,Lead,52:37.7
6687,Director,36:43.0
2410,Lead,25:15.3
5637,Lead,55:25.7
6757,Asst. Manager,55:59.2
9830,Lead,40:32.7
3843,Asst. Manager,39:51.5
8213,Director,54:01.3
3603,Asst. Manager,51:28.2
8523,Lead,35:36.6
7288,Manager,17:34.7
2067,Asst. Manager,57:16.3
5979,Asst. Manager,34:31.5
3534,Manager,25:41.0
3788,Director,48:33.7
1359,Asst. Manager,24:13.6
1046,Executive,21:54.0
693,Asst. Manager,23:32.6
9958,Manager,31:08.2
5172,Lead,10:35.2
6685,Manager,31:34.1
7155,Director,39:55.6
9313,Asst. Manager,22:03.4
6678,Executive,08:20.9
3264,Manager,08:26.0
3565,Asst. Manager,47:29.8
1660,Director,39:10.0
9978,Lead,34:06.6
1902,Asst. Manager,36:35.6
3327,Manager,52:27.9
5433,Manager,04:59.1
2729,Executive,34:49.5
8547,Director,37:51.1
5032,Director,28:16.8
6231,Manager,04:51.7
776,Director,27:08.7
8618,Executive,51:08.0
531,Asst. Manager,13:50.5
4833,Asst. Manager,18:34.4
5769,Lead,31:48.4
4774,Director,39:53.9
2906,Director,11:30.3
4932,Director,50:43.0
6784,Director,58:10.5
7891,Executive,50:20.9
1007,Executive,36:48.2
7644,Executive,56:58.4
4501,Lead,55:15.3
9802,Executive,39:43.4
5846,Manager,44:46.9
2390,Executive,20:12.1
7578,Asst. Manager,43:49.5
1242,Lead,48:31.8
4300,Manager,07:42.0
3174,Asst. Manager,36:28.5
8634,Lead,54:55.6
1536,Executive,23:45.2
5240,Director,06:01.4
9974,Director,04:33.0
7929,Asst. Manager,36:23.6
3314,Executive,16:47.3
7353,Lead,49:41.0
8727,Executive,05:52.7
407,Asst. Manager,22:44.2
3260,Executive,15:49.1
8569,Lead,31:07.6
1872,Asst. Manager,14:21.5
6217,Director,44:04.1
5747,Asst. Manager,22:36.9
5543,Executive,58:02.3
9063,Executive,31:35.2
4221,Director,43:01.6
6065,Executive,51:11.4
104,Director,08:44.2
2757,Manager,06:06.2
411,Asst. Manager,27:58.4
8778,Lead,55:05.4
1082,Manager,58:19.8
1758,Asst. Manager,32:47.4
6908,Lead,19:04.8
3995,Director,56:21.8
462,Executive,22:19.8
6467,Executive,59:02.3
8601,Lead,40:55.2
6805,Director,07:25.4
9731,Lead,23:28.7
3324,Manager,28:46.0
9756,Asst. Manager,41:39.2
4456,Director,07:50.3
4390,Director,32:48.9
8498,Director,13:43.2
1149,Manager,46:32.9
6463,Lead,51:31.4
5041,Director,34:52.5
2979,Asst. Manager,26:03.1
4726,Manager,05:14.7
433,Asst. Manager,42:59.1
8604,Executive,50:20.0
5013,Director,25:02.4
8615,Executive,19:33.4
4702,Executive,00:23.7
6543,Manager,56:04.8
4807,Lead,52:11.0
7185,Manager,47:07.6
7294,Director,34:20.1
2294,Director,20:01.0
8300,Director,19:19.8
5184,Manager,50:06.5
947,Lead,52:33.3
5010,Manager,54:25.2
194,Director,36:06.0
5791,Director,08:33.5
8839,Lead,33:13.2
6887,Executive,56:31.5
3255,Director,43:54.3
8140,Lead,53:59.9
6151,Executive,43:26.0
8340,Asst. Manager,02:13.8
6344,Executive,26:11.5
1515,Manager,45:06.3
2217,Executive,24:55.8
8132,Manager,45:36.3
2984,Executive,11:31.0
2932,Director,19:27.6
3323,Director,16:33.7
7153,Asst. Manager,04:45.7
4524,Asst. Manager,27:32.7
7063,Lead,18:52.6
2551,Asst. Manager,02:12.2
4465,Director,55:08.6
5366,Executive,49:20.4
6141,Lead,58:12.8
8525,Director,23:20.0
794,Executive,44:49.3
7927,Executive,49:30.7
2605,Asst. Manager,04:34.6
4824,Executive,41:35.5
4866,Manager,59:34.9
5373,Asst. Manager,58:48.0
2312,Director,43:16.3
3552,Director,44:16.2
9483,Director,01:38.9
410,Manager,31:55.4
106,Asst. Manager,56:00.4
1153,Manager,46:05.0
9290,Executive,17:04.4
1781,Asst. Manager,17:49.4
9916,Executive,22:47.7
3904,Executive,57:05.5
6529,Manager,00:52.6
2729,Executive,26:45.0
6502,Lead,00:22.6
7215,Lead,24:02.4
413,Lead,13:09.7
2213,Manager,29:57.3
3159,Asst. Manager,25:51.2
1960,Lead,09:58.3
2220,Lead,51:05.7
4117,Executive,52:02.1
9890,Executive,52:40.4
5037,Asst. Manager,06:16.3
1860,Director,12:10.7
1505,Director,42:37.0
1260,Executive,09:23.0
1132,Executive,16:06.4
3556,Lead,51:45.3
1058,Manager,02:35.5
7032,Director,17:32.6
8927,Lead,59:03.2
9354,Lead,08:28.0
9746,Lead,47:31.5
7658,Manager,13:44.4
9217,Director,05:52.2
1236,Executive,27:40.6
2807,Director,21:57.2
6991,Manager,31:27.0
2414,Executive,55:32.9
5275,Lead,28:39.6
7626,Manager,26:40.8
9316,Asst. Manager,32:19.7
6258,Executive,09:44.4
8657,Asst. Manager,48:20.0
7187,Asst. Manager,06:09.5
1688,Executive,25:07.4
6324,Lead,13:43.9
505,Lead,15:34.2
7555,Executive,57:32.7
6638,Manager,14:06.0
5252,Director,21:30.2
2218,Executive,56:32.9
5825,Lead,31:09.3
8607,Director,10:21.2
3759,Executive,59:47.5
7991,Executive,56:22.3
3999,Director,24:39.2
1531,Director,44:23.7
1458,Executive,46:25.9
6618,Manager,53:04.7
8282,Lead,23:30.9
1118,Manager,04:16.2
1929,Lead,48:22.7
4027,Director,37:26.4
1408,Asst. Manager,39:12.0
2161,Manager,20:50.3
3396,Asst. Manager,42:09.2
8361,Director,38:37.5
3911,Asst. Manager,17:19.7
3776,Asst. Manager,14:37.5
7422,Lead,35:15.1
8396,Manager,22:38.0
984,Asst. Manager,20:35.6
1192,Asst. Manager,00:24.8
4088,Manager,24:10.9
9493,Lead,45:20.2
